date,NO_MUNICIPIO,DS_ATIVIDADE_PROFISSIONAL,POPULACAO_MENSAL,GROWTH_PCT,lag1,rolling3,time_index,PROFISSIONAIS_POR_1000
2025-07-01,PRAIA GRANDE,MEDICO COLOPROCTOLOGISTA,368539.0,0.0,0.0244207532988367,0.0244207532988367,35,0.0244207532988367
2025-04-01,PRAIA GRANDE,MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA,368539.0,0.0,0.2659148692540002,0.270437230976007,33,0.2686282862872043
2025-06-01,PRAIA GRANDE,MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA,368539.0,0.0,0.2686282862872043,0.2641059245651975,34,0.2577746181543879
2025-07-01,PRAIA GRANDE,MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA,368539.0,0.0,0.2577746181543879,0.2613925075319934,35,0.2577746181543879
2025-04-01,PRAIA GRANDE,MEDICO DE FAMILIA E COMUNIDADE,368539.0,0.0,0.2740551203536124,0.28490878848642875,33,0.3039027077188574
2025-06-01,PRAIA GRANDE,MEDICO DE FAMILIA E COMUNIDADE,368539.0,0.0,0.3039027077188574,0.293049039586041,34,0.3011892906856533
2025-07-01,PRAIA GRANDE,MEDICO DE FAMILIA E COMUNIDADE,368539.0,0.0,0.3011892906856533,0.30209376303005464,35,0.3011892906856533
2025-04-01,PRAIA GRANDE,MEDICO DERMATOLOGISTA,368539.0,0.0,0.032561004398449,0.032561004398449,33,0.032561004398449
2025-06-01,PRAIA GRANDE,MEDICO DERMATOLOGISTA,368539.0,0.0,0.032561004398449,0.03346547674285034,34,0.035274421431653
2025-07-01,PRAIA GRANDE,MEDICO DERMATOLOGISTA,368539.0,0.0,0.035274421431653,0.03436994908725166,35,0.035274421431653
2025-04-01,PRAIA GRANDE,MEDICO DO TRABALHO,368539.0,0.0,0.0108536681328163,0.0108536681328163,33,0.0108536681328163
2025-06-01,PRAIA GRANDE,MEDICO DO TRABALHO,368539.0,0.0,0.0108536681328163,0.0108536681328163,34,0.0108536681328163
2025-07-01,PRAIA GRANDE,MEDICO DO TRABALHO,368539.0,0.0,0.0108536681328163,0.0108536681328163,35,0.0108536681328163
2025-04-01,PRAIA GRANDE,MEDICO EM CIRURGIA VASCULAR,368539.0,0.0,0.0542683406640816,0.0542683406640816,33,0.0542683406640816
2025-06-01,PRAIA GRANDE,MEDICO EM CIRURGIA VASCULAR,368539.0,0.0,0.0542683406640816,0.0542683406640816,34,0.0542683406640816
2025-07-01,PRAIA GRANDE,MEDICO EM CIRURGIA VASCULAR,368539.0,0.0,0.0542683406640816,0.0542683406640816,35,0.0542683406640816
